Console,GameName,Review,Score
XONE; PC; PS4,South Park: The Fractured But Whole,Great,8
PC; XONE; PS4,The Evil Within 2,Great,8
PC,The Flame in the Flood,Great,8
PC; PS4; NS,Stardew Valley,Superb,9
PC,A Hat In Time,Good,7
PS4,Gundam Versus,Good,7
PS4; NS,Axiom Verge,Great,8
NS,FIFA 18,Mediocre,5
PC,Batman: The Enemy Within - Episode 1: The Enigma,Great,8
PC,Batman: The Enemy Within - Episode 2: The Pact,Great,8
XONE; PC; XONE,Forza Motorsport 7,Great,8
PS4; XONE,NBA Live 18,Good,7
SNES,Star Fox 2,Mediocre,5
PS4; VITA,Danganronpa V3: Killing Harmony,Good,7
PS4,WRC 7,Good,7
PC,Figment,Good,7
PS4; NS; XONE,NBA 2K18,Great,8
PC,Total War: Warhammer 2,Superb,9
PC,Ruiner,Great,8
NS; PC,SteamWorld Dig 2,Superb,9
XONE; PC; PS4,FIFA 18,Good,7
PS4,Project Cars 2,Good,7
XONE; PS4,Marvel Vs. Capcom: Infinite,Great,8
PC; PS4,Tooth And Tail,Great,8
PS4,NHL 18,Good,7
PC,Echo,Great,8
PC; PS4; PS3; X360; XONE,PES 2018,Great,8
PS4; XONE; PC; XONE; PC; PS4,Dishonored: Death Of The Outsider,Great,8
PS4,Don't Knock Twice,Mediocre,5
PS4,Ys VIII: Lacrimosa Of Dana,Great,8
PC,ARK: Survival Evolved,Fair,6
3DS,Metroid: Samus Returns,Superb,9
PS4,Knack 2,Good,7
PS4,Everybody's Golf,Great,8
PC,XCOM 2: War Of The Chosen,Superb,9
PC,Life Is Strange: Before The Storm - Episode 1: Awake,Great,8
PS4,Warriors All-Stars,Good,7
PS4,Last Day Of June,Fair,6
PC,Absolver,Great,8
NS,Mario + Rabbids: Kingdom Battle,Superb,9
PS4; PC,F1 2017,Superb,9
PC,Distrust,Good,7
XONE; PS4,Madden NFL 18,Superb,9
PC,Guardians Of The Galaxy - Episode 3: More Than A Feeling,Fair,6
PS4,Yonder: The Cloud Catcher Chronicles,Fair,6
XONE,The Pillars Of The Earth,Good,7
PC; PS4; NS; XONE,Thumper,Superb,9
PS4; PS4,Uncharted: The Lost Legacy,Superb,9
PC,Observer,Superb,9
PC,The Long Dark,Fair,6
PS4,Agents Of Mayhem,Poor,4
PS4,Matterfall,Fair,6
PC,Lawbreakers PC,Great,8
PS4,Lawbreakers PS4,Good,7
PC,Gigantic,Great,8
PC; PS4,Mega Man Legacy Collection 2,Fair,6
PS4,Rez Infinite,Superb,9
PC,Redeemer,Fair,6
PC; XONE,Tacoma,Good,7
3DS,Miitopia,Mediocre,5
PC,For Honor,Great,8
PC,Sundered,Great,8
3DS,Hey Pikmin,Fair,6
PS4; PC,Pyre,Superb,9
NS,Splatoon 2,Great,8
PC,Diablo 3: Rise Of The Necromancer,Good,7
PC,Final Fantasy 14: Stormblood,Great,8
PS4,Final Fantasy 12: The Zodiac Age,Superb,9
PC,Rakuen,Good,7
PC,The Mage's Tale,Poor,4
PS4,Get Even,Good,7
3DS,Ever Oasis,Good,7
PS4,Valkyria Revolution,Fair,6
PC,Cities: Skylines - Mass Transit,Great,8
PS4,Star Trek: Bridge Crew,Fair,6
PS4,Nex Machina,Superb,9
PC,Impact Winter,Fair,6
PC,Reservoir Dogs: Bloody Days,Poor,4
PC,The Fidelio Incident,Fair,6
PC,Guardians Of The Galaxy - Episode 2: Under Pressure,Good,7
PC,The Walking Dead: A New Frontier - Episode Five: Under the Gallows,Fair,6
XONE,The Town Of Light,Poor,4
PC,Steel Division: Normandy '44,Great,8
NS,Arms,Good,7
PS4,Wipeout Omega Collection,Superb,9
PS4,Dirt 4,Superb,9
XONE; PC; PS4,Tekken 7,Great,8
PC; PS4; XONE,Friday The 13th: The Game,Poor,4
PC; XONE,Tokyo 42,Good,7
XBOX,The Elder Scrolls III: Morrowind,Great,8
PC,Perception,Mediocre,5
PC; PS4,Danger Zone,Fair,6
PS4,Rime,Fair,6
PC,Endless Space 2,Great,8
PS4,Call Of Duty: Black Ops 3 Zombies Chronicles,Great,8
PS4,Birthdays The Beginning,Mediocre,5
PC,Mages of Mystralia,Fair,6
PS4,Farpoint,Good,7
PC,The Surge,Good,7
PS4,Prey,Fair,6
3DS,Fire Emblem Echoes: Shadows of Valentia,Superb,9
XONE; PS4,Injustice 2,Superb,9
XONE,NBA Playgrounds,Fair,6
PC,Strafe,Great,8
PC,Expeditions: Viking,Fair,6
PC; PS4,Super Rude Bear Resurrection,Superb,9
PC,Pinstripe,Mediocre,5
NS,Tumbleseed,Fair,6
PC,Little Nightmares,Great,8
PC,Syberia 3,Poor,4
PC,The Walking Dead: A New Frontier - Episode Four: Thicker Than Water,Good,7
PS4,The Sexy Brutale,Great,8
PS4,Cosmic Star Heroine,Fair,6
PS4,What Remains of Edith Finch,Superb,9
PS4; PC,Dragon Quest Heroes II,Great,8
PS4,Sniper Ghost Warrior 3,Mediocre,5
NS,Puyo Puyo Tetris,Great,8
PC,Outlast 2,Good,7
PS4,The Disney Afternoon Collection,Good,7
NS,Mario Kart 8 Deluxe,Superb,9
PC,Warhammer 40000: Dawn Of War III,Great,8
PS4,Wonder Boy: The Dragon's Trap,Great,8
PS4,Guardians Of The Galaxy - Episode 1: Tangled Up In Blue,Good,7
PC; NS,Mr. Shifty,Great,8
PS4,Toukiden 2,Good,7
PS4,Drawn To Death,Poor,4
PC,Hacknet - Labyrinths,Great,8
PS4,Momodora: Reverie Under The Moonlight,Fair,6
PS4,Bulletstorm: Full Clip Edition,Great,8
NS,Has-Been Heroes,Mediocre,5
PS4,Parappa The Rapper Remastered,Fair,6
XONE,Yooka-Laylee,Fair,6
PC; PS4,Rain World,Mediocre,5
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 3: Above The Law,Fair,6
PC; NS; PS4; XONE,Snake Pass,Good,7
PC,Thimbleweed Park,Good,7
PS4,Flatout 4: Total Insanity,Mediocre,5
PC,Dark Souls 3: The Ringed City,Great,8
PC,Stories Untold,Good,7
PS3; PS4,Persona 5,Superb,9
PS4,Everything,Fair,6
PS4,Mass Effect: Andromeda,Fair,6
PS4,Malicious Fallen,Mediocre,5
NS,Shovel Knight: Specter Of Torment,Great,8
PC,Styx: Shards Of Darkness,Fair,6
NS,Fast RMX,Good,7
PS4; XONE; PC,Ghost Recon: Wildlands,Good,7
NS,Snipperclips,Good,7
PS4; XONE; PC,Torment: Tides of Numenera,Superb,9
PC,Loot Rascals,Mediocre,5
WIIU; NS,The Legend Of Zelda: Breath Of The Wild,Essential,10
NS,Super Bomberman R,Good,7
NS; NS,1-2-Switch,Fair,6
PS4; NS,Skylanders Imaginators,Good,7
3DS,Story of Seasons: Trio of Towns,Good,7
PC; PS4; XONE,Ride 2,Poor,4
PS4; PC; VITA,Berserk And The Band Of The Hawk,Mediocre,5
PS4,Psychonauts In The Rhombus Of Ruin,Fair,6
PC,Diluvion,Mediocre,5
XONE,Halo Wars 2,Fair,6
PS4,Divide,Mediocre,5
PC; XONE; PS4,Sniper Elite 4,Great,8
IOS,Fire Emblem Heroes,Fair,6
3DS,Poochy and Yoshi’s Woolly World,Good,7
PS4; PS4,Nioh,Superb,9
PC,Warhammer 40000: Sanctus Reach,Poor,4
PC,Double Dragon 4,Mediocre,5
PC,Beholder,Mediocre,5
PS4,Linelight,Good,7
PS4,Dynasty Warriors: Godseekers,Mediocre,5
PC,Urban Empire,Fair,6
PC,Tropico 4,Good,7
PS4,Kingdom Hearts HD 2.8: Final Chapter Prologue,Good,7
XONE; PC; PS4,Resident Evil 7: Biohazard,Great,8
PS4,Tales of Berseria,Good,7
PS4,Yakuza 0,Great,8
PS4,Gravity Rush 2,Superb,9
PS4,Wild Guns Reloaded,Great,8
PC,Chronos,Great,8
PS4,Shantae: Half-Genie Hero,Great,8
PC,Space Hulk: Deathwing,Poor,4
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 2: Ties That Bind Part Two,Great,8
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 1: Ties That Bind Part One,Superb,9
PC,Shadow Tactics: Blades of the Shogun,Great,8
PC,Werewolves Within,Good,7
3DS,Dragon Ball Fusions,Fair,6
XONE,Steep,Good,7
PS4; PC,I Expect You to Die,Great,8
IOS,Super Mario Run,Good,7
PS4,Killing Floor 2,Great,8
PS4,Sword Art Online: Hollow Realization,Mediocre,5
PC,Silence,Good,7
PC,Cities: Skylines - Natural Disasters,Good,7
PC,Planet Coaster,Superb,9
PS4,Robinson: The Journey,Good,7
PS4,The Last Guardian,Superb,9
XONE,Dead Rising 4,Good,7
PC,Orwell,Great,8
PS4,Final Fantasy 15,Great,8
PS4,Watch Dogs 2,Great,8
PS4; XONE,Hitman,Great,8
PS4,Overcooked,Great,8
PS4,Hitman Episode One,Good,7
PS4,Hitman Episode Two,Good,7
PC,Football Manager 2017,Good,7
X360,Doom,Good,7
3DS; 3DS,Pokemon Sun and Moon,Great,8
PS4,Here They Lie,Great,8
PS4,Dragon Ball: Xenoverse 2,Good,7
PS4,Dishonored 2,Great,8
PC,Tyranny,Great,8
PC; XONE; PS4,Call of Duty: Infinite Warfare,Great,8
PC,Skyshine's Bedlam,Fair,6
PC; PS4,Firewatch,Good,7
PC,Warhammer: End Times - Vermintide,Good,7
PC,Batman: The Telltale Series: New World Order - Episode 3,Fair,6
PS4,Oceanhorn,Mediocre,5
PC; PS4; VITA,Darkest Dungeon,Superb,9
XONE,Halo 5: Guardians,Great,8
PS4; XONE; PC,Dark Souls 3: Ashes of Ariandel,Good,7
PC,Butcher,Great,8
PS4,World of Final Fantasy,Fair,6
PC,Civilization 6,Superb,9
PS4; XONE,Titanfall 2,Superb,9
PS4,100ft Robot Golf,Mediocre,5
PC,The Silver Case,Mediocre,5
PS4,WWE 2K17,Fair,6
PC,Eagle Flight,Good,7
PC; XONE; PS4,Battlefield 1,Superb,9
PC,Giant Machines 2017,Mediocre,5
PS4,RIGS Mechanized Combat League,Fair,6
PC,Shadow Warrior 2,Great,8
PS4; XONE; PC,Mafia 3,Fair,6
PC,Duke Nukem 3D: 20th Anniversary World Tour,Mediocre,5
PC,Atlas Reactor,Great,8
PS4,Rise of the Tomb Raider,Superb,9
PS4,Battlezone VR,Good,7
XONE,Gears of War 4,Good,7
3DS,Yo-Kai Watch 2,Mediocre,5
PS4,PlayStation VR Worlds,Fair,6
WIIU,Paper Mario: Color Splash,Good,7
PS4,Batman: Arkham VR,Good,7
PS4,Until Dawn: Rush of Blood,Mediocre,5
PS4,SuperHyper Cube,Fair,6
3DS,Sonic Boom: Fire and Ice,Fair,6
3DS,Azure Striker Gunvolt 2,Great,8
3DS,River City: Tokyo Rumble,Good,7
PC,World of Warcraft: Legion,Superb,9
PC; XONE,Forza Horizon 3,Superb,9
PC; XONE; PS4,XCOM 2,Superb,9
PS4; XONE,FIFA 17,Superb,9
PS4; XONE,Destiny: Rise of Iron,Fair,6
PS4,NBA2K17,Superb,9
PS4,God Eater 2: Rage Burst,Great,8
PS4,Pro Evolution Soccer 2017,Great,8
PC,Batman: The Telltale Series: Children of Arkham - Episode 2,Fair,6
PC; XONE,Worms W.M.D.,Great,8
3DS,Shin Megami Tensei 4: Apocalypse,Superb,9
XONE,ReCore,Fair,6
PS4,The Tomorrow Children,Bad,3
PC,The Final Station,Good,7
3DS,Phoenix Wright: Ace Attorney - Spirit of Justice,Great,8
PC; PS4; XONE,Jotun,Great,8
XONE; PS4,NHL 17,Good,7
PS4,F1 2016,Great,8
PC,Mother Russia Bleeds,Good,7
PS4,Grow Up,Mediocre,5
PC; XONE; PS4,Valley,Good,7
PC,Obduction,Good,7
PC,Master of Orion,Good,7
PS4; VITA,Alone With You,Great,8
PS4,Jojo's Bizarre Adventure: Eyes of Heaven,Fair,6
PS4,Attack on Titan,Fair,6
PS4; XONE,Madden NFL 17,Great,8
3DS,Metroid Prime: Federation Force,Mediocre,5
XONE; PS4,Inside,Great,8
PS4,The King of Fighters XIV,Great,8
PC,Deus Ex: Mankind Divided,Great,8
IOS,Deus Ex Go,Great,8
PS4,Bound,Good,7
PC,Kentucky Route Zero Act IV,Superb,9
PC,This is the Police,Good,7
PS4; PC,Abzu,Superb,9
PC,Batman: The Telltale Series: Realm of Shadows - Episode 1,Great,8
PS4,God Eater Resurrection,Fair,6
PC,Necropolis,Fair,6
PC; PS4; XONE,Kerbal Space Program,Superb,9
PC,Quadrilateral Cowboy,Superb,9
PS4,Headlander,Great,8
PC,The Assembly,Mediocre,5
PS4,I Am Setsuna,Good,7
PC,Brigador,Good,7
PS4,Ghostbusters,Bad,3
PS4,The Technomancer,Fair,6
PC; PS4,Videoball,Great,8
PC,Breached,Bad,3
IOS; AND,Pokemon Go,Good,7
3DS,Monster Hunter Generations,Great,8
PS4,Song of the Deep,Fair,6
PS4,Furi,Great,8
XONE,7 Days to Die,Terrible,2
PS4,Asemblance,Mediocre,5
3DS,7th Dragon III Code: VFD,Great,8
PC,I Get This Call Every Day,Good,7
PC,Space Run Galaxy,Great,8
3DS,Zero Escape: Zero Time Dilemma,Fair,6
PC,Dead by Daylight,Fair,6
PC,Duskers,Great,8
XONE,The Division: Underground Expansion,Good,7
PC,The Solus Project,Mediocre,5
PS4,Umbrella Corps,Bad,3
PS4,Lego Star Wars: The Force Awakens,Good,7
PS4,Star Ocean: Integrity and Faithlessness,Mediocre,5
WIIU,Tokyo Mirage Sessions #FE,Great,8
PS4; XONE,Mighty No. 9,Mediocre,5
PS4,Trials of the Blood Dragon,Good,7
PC,The Way,Fair,6
MAC,Dropsy,Good,7
PC,Hearts of Iron 4,Great,8
PS4,Dangerous Golf,Poor,4
XONE,Tropico 5 Penultimate Edition,Good,7
PC,Sherlock Holmes: The Devil's Daughter,Fair,6
PC,Excubitor,Great,8
XONE,Mirror's Edge Catalyst,Good,7
X360,Mirror's Edge,Good,7
PC,Edge of Nowhere,Great,8
PS4,Odin Sphere Leifthrasir,Great,8
PC,Duelyst,Great,8
PS4,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Poor,4
PC,The Witcher 3: Wild Hunt - Blood and Wine,Great,8
3DS,Kirby: Planet Robobot,Great,8
PC,Overwatch,Superb,9
PS4; XONE; PC,Fallout 4 Far Harbor,Fair,6
PC,Hitman Go VR,Fair,6
PS4,Shadow of the Beast,Mediocre,5
PS4,Party Hard,Good,7
PC,Total War: Warhammer,Superb,9
PC; PS4; XONE,Homefront: The Revolution,Mediocre,5
PC; XONE; PS4,Doom,Great,8
PC,Stellaris,Good,7
PC,Soft Body,Great,8
PC,Tastee: Lethal Tactics,Good,7
PS4,The Magic Circle: Gold Edition,Good,7
PS4,Alienation,Great,8
PS4,Destiny: The Taken King,Great,8
PC,Galak-Z: The Void,Fair,6
XONE; PC; PS4,Battleborn,Good,7
PS4,Uncharted 4: A Thief's End,Essential,10
PS4,Invisible ; Inc.,Great,8
PC,P.O.L.L.E.N,Mediocre,5
PC,Offworld Trading Company,Superb,9
XONE,The Walking Dead: Michonne - Episode 3: What We Deserve,Great,8
VITA,Severed,Great,8
WIIU,Star Fox Zero,Good,7
PC,Ashes of the Singularity,Poor,4
PC,The Aquatic Adventure of the Last Human,Great,8
PC,The Banner Saga 2,Great,8
PS4,Dead Star,Good,7
VITA,Stranger of Sword City,Mediocre,5
PC,Baldur's Gate: Siege of Dragonspear,Great,8
PS4,Salt and Sanctuary,Great,8
3DS,Bravely Second: End Layer,Good,7
PS4,MLB The Show 16,Great,8
PS4,Ratchet & Clank,Great,8
PS4,Enter the Gungeon,Good,7
XONE,The Walking Dead: Michonne - Episode 2: Give No Shelter,Superb,9
PC,Grim Dawn,Great,8
PC,Hyper Light Drifter,Superb,9
PC,Slain,Mediocre,5
PC,Into the Stars,Fair,6
XONE; PS4,Dark Souls 3,Great,8
PC,Black Desert Online,Good,7
XONE,Quantum Break,Fair,6
PC,Adr1ft,Mediocre,5
PC,Lucky's Tale,Mediocre,5
PS4; XONE; PC,Trackmania Turbo,Good,7
PS4,Dirt Rally,Great,8
PC; MAC,Samorost 3,Good,7
PC,Galactic Civilizations III: Mercenaries,Poor,4
PS4,Republique,Great,8
PC,Cities: Skylines Snowfall,Good,7
PS4; PC; XONE,Tom Clancy's The Division,Great,8
PC,Moon Hunters,Mediocre,5
3DS,Hyrule Warriors Legends,Good,7
PC,Shardlight,Fair,6
XONE,EA Sports UFC 2,Good,7
WIIU,Pokken Tournament,Superb,9
PC,Casey Powell Lacrosse 16,Mediocre,5
PC; PS4; VITA,Dariusburst: Chronicle Saviours,Great,8
3DS,Project X Zone 2,Mediocre,5
PS4,Naruto Shippuden: Ultimate Ninja Storm 4,Good,7
PS4,Heavy Rain,Good,7
PC,Devil Daggers,Great,8
PS4; PC; XONE,Far Cry Primal,Great,8
PC,Gears of War: Ultimate Edition,Fair,6
X360,Gears of War,Superb,9
WIIU,The Legend of Zelda: Twilight Princess HD,Superb,9
PS4,Klaus,Good,7
PC,Fortified,Fair,6
PC,Pillars of Eternity: The White March Part 2,Mediocre,5
PC,Superhot,Great,8
PS4,Arslan: The Warrior of Legend,Good,7
XONE,Assassin's Creed Chronicles: Russia,Mediocre,5
XONE; PC,The Walking Dead: Michonne - Episode 1: In Too Deep,Fair,6
PS4; PC,Street Fighter 5,Good,7
PS4; XONE,Plants vs. Zombies: Garden Warfare 2,Good,7
3DS,Fire Emblem Fates: Conquest,Good,7
3DS,Fire Emblem Fates: Birthright,Great,8
3DS,Fire Emblem Fates: Revelation,Superb,9
PS4,Dying Light: The Following,Great,8
PC,Layers of Fear,Good,7
PS4,Unravel,Good,7
PC; MAC,That Dragon; Cancer,Superb,9
PC,Devilian,Fair,6
PC,The Mean Greens - Plastic Warfare,Poor,4
X360,Dead Island: Riptide,Poor,4
PC,Blade & Soul,Fair,6
X360,Dragon's Lair,Poor,4
PS4,Lego Marvel's Avengers,Good,7
PS4,The Deadly Tower of Monsters,Fair,6
PC,Hard West,Good,7
3DS,Mario & Luigi: Paper Jam,Fair,6
PC,Bombshell,Terrible,2
XONE,This War of Mine: The Little Ones,Good,7
PC,Tharsis,Fair,6
3DS,SteamWorld Heist,Great,8
PS4,Gravity Rush Remastered,Good,7
3DS,Final Fantasy Explorers,Good,7
PC,Minecraft Story Mode--Episode 4: A Block and a Hard Place,Good,7
PS4,The Witness,Superb,9
PC,Homeworld: Deserts of Kharak,Superb,9
PC,King's Quest Chapter 2: Rubble Without a Cause,Mediocre,5
PC,Dirt Rally,Great,8
XONE,Resident Evil 0: HD Remaster,Good,7
PC,Oxenfree,Great,8
PS4,Fat Princess Adventures,Mediocre,5
XONE,Assassin’s Creed Chronicles: India,Good,7
PS4,Amplitude,Good,7
PS4,Beyond: Two Souls,Great,8
PS3,Yakuza 5,Great,8
PS4; PC; XONE,Just Cause 3,Great,8
WIIU,Xenoblade Chronicles X,Great,8
PS4,The Crew: Wild Run Edition,Fair,6
WIIU,Mario Tennis: Ultra Smash,Fair,6
PC; XONE,Minecraft: Story Mode Episode Three--The Last Place You Look,Great,8
XONE,Forza Motorsport 6,Great,8
PC,Anno 2205,Mediocre,5
PS4,Bloodborne: The Old Hunters,Superb,9
PC,Starcraft 2: Legacy of the Void,Great,8
VITA,Danganronpa Another Episode: Ultra Despair Girls,Good,7
VITA,Lost Dimension,Good,7
PC; PS4; XONE,Star Wars Battlefront,Good,7
PC,The Park,Good,7
PC,Game of Thrones: Episode Six — The Ice Dragon,Great,8
PC,Read Only Memories,Great,8
PS4; XONE,Call of Duty: Black Ops 3,Good,7
PC,Football Manager 2016,Good,7
PS4,WWE 2K16,Poor,4
PS4; XONE; PC,Fallout 4,Superb,9
PC,Sword Coast Legends,Fair,6
PS4; XONE,Need For Speed,Great,8
3DS,Yo-Kai Watch,Good,7
PC,Minecraft: Story Mode Episode Two - Assembly Required,Great,8
PS4,Assassin's Creed Syndicate,Superb,9
MAC,Armikrog,Mediocre,5
WIIU,Runbow,Good,7
PS4,Tales of Zestiria,Fair,6
3DS,The Legend of Zelda: Tri Force Heroes,Mediocre,5
PS4,Guitar Hero Live,Fair,6
PC,Mushroom 11,Fair,6
3DS,The Legend of Legacy,Fair,6
PC,Life is Strange - Episode Five,Fair,6
PC,Tales from the Borderlands: Episode Five — The Vault of the Traveler,Superb,9
PS4,Metal Gear Solid V: The Phantom Pain,Essential,10
3DS,Animal Crossing: Happy Home Designer,Mediocre,5
PC,Prison Architect,Good,7
PS4,NBA Live 16,Mediocre,5
WIIU,Fatal Frame: Maiden of Black Water,Mediocre,5
PC,Minecraft: Story Mode Episode One--The Order of the Stone,Good,7
PS4; PS4,Uncharted: The Nathan Drake Collection,Great,8
XONE,Transformers: Devastation,Good,7
XONE,Elite: Dangerous,Good,7
3DS,Chibi-Robo Zip Lash,Poor,4
PC,Grand Ages: Medieval,Mediocre,5
PC,The Witcher 3: Wild Hunt - Hearts of Stone,Superb,9
XONE; PS4,Tony Hawk's Pro Skater 5,Bad,3
PC,Sid Meier's Civilization: Beyond Earth - Rising Tide,Superb,9
PS4,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,Great,8
PS4,Rock Band 4,Good,7
PC,Cities: Skylines After Dark,Great,8
PC,The Beginner's Guide,Great,8
PS4,Afro Samurai 2: Revenge of Kuma Volume One,Terrible,2
XONE; PS4,NBA 2K16,Great,8
PS4,LEGO Dimensions,Great,8
PS3,Disgaea 4: A Promise Unforgotten,Good,7
PS4,Disgaea 5: Alliance of Vengeance,Great,8
PC; PS4; XONE,Blood Bowl 2,Great,8
PC; X360; XONE; PS4; PS3,FIFA 16,Superb,9
VITA,Persona 4: Dancing All Night,Mediocre,5
PC,SOMA,Superb,9
PS4; WIIU,Skylanders SuperChargers,Great,8
PC,Act of Aggression,Good,7
PC,Shadowrun: Hong Kong,Great,8
3DS,LBX: Little Battlers eXperience,Good,7
PC,World of Warships,Great,8
PC,Satellite Reign,Fair,6
XONE; PS4,NHL 16,Great,8
XONE; X360; PS3; PS4; PC,PES 2016,Superb,9
PC,The Witcher,Great,8
PC,Pillars of Eternity: The White March Part 1,Fair,6
WIIU,Super Mario Maker,Superb,9
PS4,Tearaway Unfolded,Great,8
PS4,Dishonored: Definitive Edition,Great,8
PC,Sorcerer King,Great,8
PS4,Toy Soldiers: War Chest,Mediocre,5
PS4,Lego Jurassic World,Fair,6
PS4,Mad Max,Fair,6
AND,Disney Infinity 3.0,Great,8
XONE,Mega Man Legacy Collection,Good,7
PS4,Zombi,Good,7
WIIU,Devil's Third,Bad,3
PS4,Madden NFL 16,Great,8
XONE,Gears of War: Ultimate Edition,Good,7
PS4,Dragon Age: Inquisition - The Descent,Fair,6
PS4,Until Dawn,Great,8
XONE,The Bridge,Good,7
PC,Volume,Great,8
PC,Tales from the Borderlands: Episode Four - Escape Plan Bravo,Fair,6
PC,The Talos Principle: Road To Gehenna,Good,7
PS4,Everybody's Gone to the Rapture,Superb,9
PC,Cabal 2,Poor,4
PS3; X360,Watch Dogs: Bad Blood,Great,8
X360; PS3,Castlevania: Lords of Shadows 2 - Revelations,Poor,4
PS3,The Walking Dead: Season 2 Episode 3 - In Harm's Way,Great,8
PC,Fract OSC,Fair,6
PS3; X360,The Wolf Among Us: Episode 2 - Smoke and Mirrors,Good,7
PS3; PS3,Grand Theft Auto Online,Good,7
PS3; X360,NHL 14,Fair,6
PS3,The Walking Dead: 400 Days,Superb,9
PS3,Legasista,Good,7
X360,The Simpsons Arcade Game,Bad,3
PC,The Settlers: Rise of an Empire,Good,7
PS2,Ratchet: Deadlocked,Great,8
XBOX,Fable: The Lost Chapters,Great,8
PC,World of Warcraft,Superb,9
PS4,Red Goddess: Inner World,Bad,3
PS4,N++,Great,8
PS4,Galak-Z: The Dimensional,Great,8
XONE,Rare Replay,Great,8
PS4,Godzilla,Bad,3
PS4; XONE,Tembo The Badass Elephant,Great,8
3DS,Etrian Odyssey Untold 2: The Fafnir Knight,Good,7
PS4,Rocket League,Superb,9
PC,Victor Vran,Fair,6
PC,King's Quest Chapter 1: A Knight to Remember,Great,8
PC,Blues and Bullets: Episode One,Good,7
XONE,Life is Strange - Episode Four,Fair,6
PC,Trove,Good,7
PS4,Prototype Biohazard Bundle,Mediocre,5
PS4,Rory McIlroy PGA Tour,Poor,4
PC,Dreamfall Chapters Book 3: Realms,Great,8
PC,Card Hunter: Expedition to the Sky Citadel,Great,8
PS4,Journey (PS4),Essential,10
XONE,Trials Fusion: Awesome Level Max Edition,Good,7
PC,Game of Thrones: Episode Five — A Nest of Vipers,Superb,9
PS4,The Elder Scrolls Online: Tamriel Unlimited,Fair,6
PC,F1 2015,Fair,6
PC,Guild of Dungeoneering,Great,8
PC,Legends of Eisenwald,Good,7
PS4,God of War 3 Remastered,Great,8
PC,Traverser,Fair,6
PC,Final Fantasy XIV: Heavensward,Superb,9
PS4,PlanetSide 2 (PS4),Good,7
PC,The Red Solstice,Good,7
PS4,Whispering Willows,Good,7
PC,Ronin,Good,7
3DS,Dr. Mario: Miracle Cure,Good,7
PC,Dirty Bomb,Mediocre,5
XONE,Halo: The Master Chief Collection,Fair,6
PC,The Masterplan,Mediocre,5
PC,Her Story,Great,8
PC,Tales from the Borderlands: Episode Three — Catch a Ride,Superb,9
PS4,Wander,Terrible,2
PS4; PC; XONE,Devil May Cry 4: Special Edition,Fair,6
PC,Technobabylon,Great,8
3DS,Stretchmo,Good,7
WIIU,Splatoon,Great,8
WIIU,Yoshi's Woolly World,Fair,6
PS4,Batman: Arkham Knight,Good,7
PC,Heroes of the Storm,Superb,9
PC,Massive Chalice,Fair,6
PC,Kholat,Poor,4
PC,Shadowrun Chronicles: Boston Lockdown,Bad,3
PC,Carmageddon: Reincarnation,Poor,4
PC,Sym,Poor,4
PC,Neon Struct,Fair,6
PC,The Incredible Adventures of Van Helsing 3,Fair,6
PC,Interloper,Great,8
PC,Hatred,Bad,3
PC,Magicka 2,Good,7
PC,Magnetic: Cage Closed,Bad,3
PC,Sunset,Good,7
PC,Game of Thrones: Episode Four — Sons of Winter,Mediocre,5
PC; PS4; XONE,The Witcher 3: Wild Hunt,Essential,10
3DS,Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,Good,7
XONE,Mortal Kombat X,Great,8
PS4,Schrodinger's Cat And The Raiders Of The Lost Quark,Mediocre,5
XONE,Life is Strange - Episode Three,Great,8
WIIU,Swords And Soldiers 2,Good,7
PS4; PC,Wolfenstein: The Old Blood,Good,7
PC,Galactic Civilizations III,Great,8
PC,Action Henk,Good,7
PC,Invisible; Inc.,Good,7
PC,Last Word,Good,7
PC,Magicka: Wizard Wars,Fair,6
PC,Windward,Bad,3
PS4,Color Guardians,Bad,3
PC,StarDrive 2,Fair,6
3DS,Attack On Titan: Humanity In Chains,Poor,4
PS4,Not A Hero,Good,7
PC,Project CARS,Great,8
PC,Toren,Mediocre,5
PC; PC,Call of Duty 4: Modern Warfare,Superb,9
PS3; PS3,Call of Duty 4: Modern Warfare,Superb,9
X360,Call of Duty 4: Modern Warfare,Superb,9
PC,Inside My Radio,Good,7
PC,Vertiginous Golf,Good,7
PS4,Lost Orbit,Good,7
PC,Verdun,Fair,6
3DS,BoxBoy!,Great,8
PC,Remnants of Isolation,Mediocre,5
3DS,Shin Megami Tensei: Devil Survivor 2 Record Breaker,Great,8
PC,JumpJet Rex,Mediocre,5
PC,The Weaponographist,Good,7
PS4,Ziggurat,Good,7
XONE,State of Decay: Year One Survival Edition,Mediocre,5
PS4; XONE,Geometry Wars 3: Dimensions Evolved,Great,8
PC,Crypt of the NecroDancer,Great,8
PC,Broken Age: Act 2,Fair,6
PC,Tower of Guns,Great,8
PC,I Am Bread,Mediocre,5
PC,Age of Wonders III: Eternal Lords,Great,8
PC,Halo: Spartan Strike,Good,7
PC,Dungeons 2,Fair,6
PC; X360; PS3,Harold,Good,7
